OTU	BLInv1	BLInv2	BLInv3	BLInv4	BLInv5	BLInv6	BLNat1	BLNat2	BLNat3	BLNat4	BLNat5	BLNat6	CBInv1	CBInv2	CBInv3	CBNat1	CBNat2	CBNat3	CHInv1	CHInv3	CHInv4	CHInv5	CHNat2	CHNat3	CHNat4	CHNat5	CMInv1	CMInv2	CMInv3	CMNat1	CMNat2	CMNat3	CRInv1	CRInv2	CRInv3	CRNat1	CRNat3	PLBInv1	PLBNat1	Rt2Inv1	Rt2Inv2	Rt2Inv3	Rt2Nat1	Rt2Nat2	Rt2Nat3	SBInv1	SBNat1	Size	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence	Ranking	Notes	Citation/Source
Otu168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Gaeumannomyces;s__Gaeumannomyces_caricis;	Gaeumannomyces	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_graminicola;	Colletotrichum	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella;s__Volutella_ciliata;	Volutella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;s__Lecanicillium_fusisporum;	Lecanicillium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_contecta;	Leptosphaeria	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu229	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Gaeumannomyces;s__Gaeumannomyces_graminis;	Gaeumannomyces	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales;f__Eocronartiaceae;g__Eocronartium;s__Eocronartium_sp;	Eocronartium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu270	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Valsa;unclassified;	Valsa	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu256	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium_sp;	Lophodermium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;s__Cladosporium_grevilleae;	Cladosporium	13	Pathotroph	Endophyte-Plant Pathogen	NULL	NULL	Possible	Possible	Host - Fabaceae	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu267	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Engyodontium;s__Engyodontium_album;	Engyodontium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu347	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__Septoria_arundinacea;	Septoria	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu316	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Hymenula;s__Hymenula_cerealis;	Hymenula cerealis	20	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu401	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Stagonospora;s__Stagonospora_chrysopyla;	Stagonospora	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cylindrocladiella;s__Cylindrocladiella_pseudoparva;	Cylindrocladiella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Phoma;s__Phoma_tropica;	Phoma tropica	20	Pathotroph	Endophyte-Plant Pathogen	NULL	NULL	Possible	Possible	Host - Asteraceae	"Costa IPMW, et al. 2012. Mycotaxon 119:26"
Otu435	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;unclassified;	Lecanicillium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu015	26	1	1	0	2	3	0	0	1	4	5	0	1	6	0	3	9	26	0	1	0	0	1	1	12	1	0	0	4	7	0	3	0	7	2	23	2	8	0	0	4	2	16	12	4	17	0	1244	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae;	Fusarium	13	Pathotroph-Saprotroph	Plant Pathogen-Soil Saprotroph-Wood Saprotroph	NULL	Soft Rot	Probable	Probable	NULL	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:1256688; Schroers et al. 2016. Mycologia 108:806-819."
Otu064	0	1	0	0	0	19	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Periconia;unclassified;	Periconia	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Endophyte-Wood Saprotroph	NULL	Soft Rot	Possible	Possible	"Host of endophyte - Asteraceae, Musaceae"	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Costa IPMW, et al. 2012. Mycotaxon 119:26"
Otu046	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	1	2	0	2	0	0	1	0	4	2	0	0	0	149	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;unclassified;	Fusarium	13	Pathotroph-Saprotroph	Plant Pathogen-Soil Saprotroph-Wood Saprotroph	NULL	Soft Rot	Probable	Probable	NULL	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:1256688; Schroers et al. 2016. Mycologia 108:806-819."
Otu076	0	0	0	0	1	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	5	0	0	0	0	1	112	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Phoma;s__Phoma_paspali;	Phoma	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	NULL	Soft Rot	Highly Probable	Highly Probable	NULL	"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688"
Otu090	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Rhodotorula;s__Rhodotorula_graminis;	Rhodotorula	13	Pathotroph-Saprotroph	Animal Symbiont-Undefined Saprotroph	NULL	NULL	Probable	Probable	Opportunistic human pathogen	http://www.cdc.gov
Otu107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	36	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Chalara;unclassified;	Chalara	13	Pathotroph-Saprotroph	Wood Saprotroph-Endophyte-Plant Pathogen	NULL	Soft Rot	Probable	Probable	NULL	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Tedersoo L, et al. 2014. Science 346:1256688"
Otu148	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Rhodotorula;unclassified;	Rhodotorula	13	Pathotroph-Saprotroph	Animal Symbiont-Undefined Saprotroph	NULL	NULL	Probable	Probable	Opportunistic human pathogen	http://www.cdc.gov
Otu223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum;	Fusarium oxysporum	20	Pathotroph-Saprotroph	Plant Pathogen-Undefined Endophyte-Wood Saprotroph	NULL	Soft Rot	Probable	Probable	Broad host range	"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; http://www.apsnet.org/publications/commonnames/Pages/default.aspx"
Otu328	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Rhodotorula;s__Rhodotorula_sp;	Rhodotorula	13	Pathotroph-Saprotroph	Animal Symbiont-Undefined Saprotroph	NULL	NULL	Probable	Probable	Opportunistic human pathogen	http://www.cdc.gov
Otu004	8	24	6	4	3	13	2	4	2	5	13	1	2	21	40	53	9	7	47	0	0	12	10	14	0	16	1	4	0	9	6	3	4	5	0	0	3	3	1	5	4	0	0	0	0	16	16	2614	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;unclassified;	Tetracladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu009	11	2	22	47	2	66	0	3	8	3	4	2	0	0	9	0	0	74	7	12	0	5	0	6	0	0	0	0	0	0	0	26	38	10	0	1	2	1	0	7	6	1	1	0	3	2	3	1783	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_maxilliforme;	Tetracladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu012	1	0	0	0	9	0	1	0	0	13	0	0	0	0	2	0	0	0	4	0	0	0	0	0	42	0	0	0	0	0	2	22	0	1	0	0	0	0	46	1	5	0	1	1	0	0	0	1308	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_marchalianum;	Tetracladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu014	9	10	3	0	5	18	0	23	3	3	3	1	0	0	2	0	2	5	1	2	5	3	5	1	7	1	0	0	1	2	0	0	0	3	14	1	0	0	14	12	2	0	8	0	0	0	0	1092	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Saccharicola;unclassified;	Saccharicola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu022	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	21	0	0	0	0	0	0	7	0	1	0	0	0	0	33	0	0	0	5	0	0	0	0	828	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Saccharicola;s__Saccharicola_sp;	Saccharicola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu020	0	0	53	0	0	0	0	0	0	3	4	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	755	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Neobulgaria;s__Neobulgaria_sp;	Neobulgaria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu024	22	0	0	0	0	0	0	0	1	3	0	8	0	0	0	0	0	0	0	0	0	0	2	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	544	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pseudeurotiaceae;g__Pseudeurotium;s__Pseudeurotium_hygrophilum;	Pseudeurotium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu036	1	0	0	0	1	2	32	42	0	0	1	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	16	0	0	9	1	0	0	0	0	0	1	0	0	0	0	0	0	385	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_conicus;	Aspergillus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu030	0	0	14	0	0	0	0	0	27	0	0	16	0	0	0	0	0	0	2	11	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__Podospora_curvicolla;	Podospora curvicolla	20	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington"
Otu031	0	0	1	3	0	0	0	0	1	3	2	6	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	7	4	2	0	0	1	1	7	1	0	0	0	0	1	1	2	379	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella_albidolutea;	Cistella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu038	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	25	0	0	0	0	0	0	0	0	0	0	304	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella_sp;	Ophiosphaerella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu041	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	2	0	3	2	0	2	0	0	1	0	0	0	0	2	2	0	7	13	0	1	0	0	0	285	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apodus;s__Apodus_deciduus;	Apodus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu037	1	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	283	k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_minutissima;	Mortierella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu042	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	1	226	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_gonophylla;	Coprinopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu047	1	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_exigua;	Mortierella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu060	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	1	1	1	1	0	3	7	0	0	0	3	1	0	1	0	0	1	0	1	3	0	2	172	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora;	Pyrenochaetopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu055	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	2	1	0	0	1	8	0	2	0	0	2	0	0	0	0	8	0	0	0	0	0	1	0	0	1	128	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_carpinicola;	Schizothecium	13	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688"
Otu061	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	126	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_strictum;	Sarocladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu062	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Arnium;s__Arnium_sp;	Arnium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688"
Otu054	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	124	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_glutinans;	Schizothecium	13	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	Highly Probable	NULL	"Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688"
Otu056	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	126	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Loramycetaceae;g__Loramyces;s__Loramyces_macrosporus;	Loramyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu058	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	86	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Tetracladium;s__Tetracladium_sp;	Tetracladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu081	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	0	72	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_pontiformis;	Phaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
Otu075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	63	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Microscypha;s__Microscypha_sp;	Microscypha	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
